ACCESSION_ID	CLADE	PANGO_LINEAGE	VARIANT	LOCATION	SUBMISSION_DATE
EPI_ISL_1157995	G	None		Campania 	2021-03-04
EPI_ISL_1157996	G	None		Campania 	2021-03-04
EPI_ISL_1157997	GR	None		Campania 	2021-03-04
EPI_ISL_1157998	GRY	None		Campania 	2021-03-04
EPI_ISL_1157999	G	None		Campania 	2021-03-04
EPI_ISL_1158000	GR	None		Campania 	2021-03-04
EPI_ISL_1158001	G	None		Campania 	2021-03-04
EPI_ISL_1158002	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158003	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158004	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158005	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158006	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158007	GV	B.1.177		Campania 	2021-03-04
EPI_ISL_1158008	G	B.1.177		Campania 	2021-03-04
EPI_ISL_1158009	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158010	GR	B.1.1.229		Campania 	2021-03-04
EPI_ISL_1158011	G	B.1.177		Campania 	2021-03-04
EPI_ISL_1158012	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158013	O	B.1.177		Campania 	2021-03-04
EPI_ISL_1158014	GV	B.1.177		Campania 	2021-03-04
EPI_ISL_1158015	GH	B.1.160		Campania 	2021-03-04
EPI_ISL_1158016	GV	B.1.177		Campania 	2021-03-04
EPI_ISL_1158017	G	B.1.177		Campania 	2021-03-04
EPI_ISL_1158018	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158019	GH	B.1.160		Campania 	2021-03-04
EPI_ISL_1158020	GV	B.1.177		Campania 	2021-03-04
EPI_ISL_1158021	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158022	O	B.1.160		Campania 	2021-03-04
EPI_ISL_1158023	GV	B.1.177.10		Campania 	2021-03-04
EPI_ISL_1158024	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158025	G	B.1.258		Campania 	2021-03-04
EPI_ISL_1158026	GR	B.1.1.229		Campania 	2021-03-04
EPI_ISL_1158027	GV	B.1.177.44		Campania 	2021-03-04
EPI_ISL_1158028	GV	B.1.177.44		Campania 	2021-03-04
EPI_ISL_1158029	S	A.2.5.2		Campania 	2021-03-04
EPI_ISL_1158030	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-04
EPI_ISL_1158846	GR	P.1.1		Emilia-Romagna	2021-03-04
EPI_ISL_1163688	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Tuscany	2021-03-05
EPI_ISL_1163689	GH	B.1.351	VOC GH/501Y.V2 (B.1.351) first detected in South Africa	Tuscany	2021-03-05
EPI_ISL_1163690	GR	P.1.1		Tuscany	2021-03-05
EPI_ISL_1163691	GR	P.1.1		Tuscany	2021-03-05
EPI_ISL_1163692	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Tuscany	2021-03-05
EPI_ISL_1163795	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163796	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163797	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163798	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1163799	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1163800	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163801	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163802	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163803	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163804	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163805	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163806	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163807	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163808	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163809	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163810	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163811	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163812	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163813	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163814	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163815	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163816	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163817	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163818	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163819	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163820	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163821	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163822	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163823	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163824	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163825	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163826	GH	B.1.160		Umbria	2021-03-05
EPI_ISL_1163827	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163828	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163829	GH	B.1.160		Umbria	2021-03-05
EPI_ISL_1163830	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1163831	GH	B.1.160		Veneto 	2021-03-05
EPI_ISL_1163832	GV	B.1.177		Veneto 	2021-03-05
EPI_ISL_1163833	GH	B.1.160		Veneto 	2021-03-05
EPI_ISL_1163834	GH	B.1.160		Veneto 	2021-03-05
EPI_ISL_1163835	GV	B.1.177		Veneto 	2021-03-05
EPI_ISL_1163836	GV	B.1.177		Veneto 	2021-03-05
EPI_ISL_1163837	G	B.1.177.84		Veneto 	2021-03-05
EPI_ISL_1163838	GV	B.1.177.52		Veneto 	2021-03-05
EPI_ISL_1163839	GR	B.1.1		Veneto	2021-03-05
EPI_ISL_1163840	GV	B.1.177.53		Veneto	2021-03-05
EPI_ISL_1163841	G	B.1		Veneto	2021-03-05
EPI_ISL_1163842	GR	B.1.1.1		Veneto	2021-03-05
EPI_ISL_1163843	GV	B.1.177.83		Veneto	2021-03-05
EPI_ISL_1163844	GV	B.1.177		Veneto	2021-03-05
EPI_ISL_1163845	GR	B.1.1.1		Veneto	2021-03-05
EPI_ISL_1163889	O	None		Campania	2021-03-05
EPI_ISL_1163890	O	None		Campania	2021-03-05
EPI_ISL_1163891	O	None		Campania	2021-03-05
EPI_ISL_1163892	O	None		Campania	2021-03-05
EPI_ISL_1163893	O	None		Campania	2021-03-05
EPI_ISL_1163894	O	None		Campania	2021-03-05
EPI_ISL_1163895	O	None		Campania	2021-03-05
EPI_ISL_1163896	O	None		Campania	2021-03-05
EPI_ISL_1163897	O	None		Campania	2021-03-05
EPI_ISL_1163898	O	None		Campania	2021-03-05
EPI_ISL_1163899	O	None		Campania	2021-03-05
EPI_ISL_1163900	O	None		Campania	2021-03-05
EPI_ISL_1163901	O	None		Campania	2021-03-05
EPI_ISL_1163902	O	None		Campania	2021-03-05
EPI_ISL_1163903	O	None		Campania	2021-03-05
EPI_ISL_1163904	O	None		Campania	2021-03-05
EPI_ISL_1163905	O	None		Campania	2021-03-05
EPI_ISL_1163906	O	None		Campania	2021-03-05
EPI_ISL_1163907	O	None		Campania	2021-03-05
EPI_ISL_1163908	O	None		Campania	2021-03-05
EPI_ISL_1163909	O	None		Campania	2021-03-05
EPI_ISL_1163910	O	None		Campania 	2021-03-05
EPI_ISL_1163911	O	None		Campania 	2021-03-05
EPI_ISL_1163912	O	None		Campania 	2021-03-05
EPI_ISL_1163913	O	None		Campania 	2021-03-05
EPI_ISL_1164754	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1164755	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1164756	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1110348	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-03-01
EPI_ISL_1110314	GR	B.1.1		Trentino-Alto Adige	2021-03-01
EPI_ISL_1110333	G	B.1.258		Trentino-Alto Adige	2021-03-01
EPI_ISL_1110310	GR	B.1.1		Trentino-Alto Adige	2021-03-01
EPI_ISL_1110370	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-03-01
EPI_ISL_1164816	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1164969	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1165077	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1165066	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1165000	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1164854	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1164930	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1164853	G	B.1.258		Emilia-Romagna	2021-03-05
EPI_ISL_1165138	G	B.1.258		Emilia-Romagna	2021-03-05
EPI_ISL_1166095	O	B.1.177		Lombardy 	2021-03-05
EPI_ISL_1166096	G	B.1		Lombardy 	2021-03-05
EPI_ISL_1166097	O	None		Lombardy 	2021-03-05
EPI_ISL_1166098	O	A		Lombardy 	2021-03-05
EPI_ISL_1166099	O	B.1.1.161		Lombardy 	2021-03-05
EPI_ISL_1166100	O	B.1		Lombardy 	2021-03-05
EPI_ISL_1166101	O	B		Lombardy 	2021-03-05
EPI_ISL_1166102	O	B.1.1.265		Lombardy 	2021-03-05
EPI_ISL_1166103	G	B.1.529		Lombardy 	2021-03-05
EPI_ISL_1166104	G	B.1.153		Lombardy 	2021-03-05
EPI_ISL_1166105	O	None		Lombardy 	2021-03-05
EPI_ISL_1166106	O	None		Lombardy 	2021-03-05
EPI_ISL_1166107	O	B.1.1.172		Lombardy 	2021-03-05
EPI_ISL_1166108	O	B.1		Lombardy 	2021-03-05
EPI_ISL_1166147	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166148	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166149	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166150	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166151	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166152	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166153	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166154	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166155	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166156	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166157	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166158	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166159	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166160	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166161	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166162	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166163	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166164	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166165	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166166	GV	B.1.177.7		Umbria	2021-03-05
EPI_ISL_1166167	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166168	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166169	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166170	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166171	GR	P.1.1		Umbria	2021-03-05
EPI_ISL_1166172	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166173	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166174	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166175	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166176	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166177	GH	B.1.160		Umbria	2021-03-05
EPI_ISL_1166178	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166179	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166180	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166181	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166182	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166183	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166184	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-03-05
EPI_ISL_1166185	GV	B.1.177.7		Umbria	2021-03-05
EPI_ISL_1166186	GV	B.1.177.7		Umbria	2021-03-05
EPI_ISL_1166187	GV	B.1.177		Umbria	2021-03-05
EPI_ISL_1166188	GV	B.1.177		Umbria	2021-03-05
EPI_ISL_1166221	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166222	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166223	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166225	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166226	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166227	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166228	GV	None		Campania 	2021-03-05
EPI_ISL_1166229	GH	None		Campania 	2021-03-05
EPI_ISL_1166231	L	B		Campania 	2021-03-05
EPI_ISL_1166232	GR	None		Campania 	2021-03-05
EPI_ISL_1166233	G	None		Campania 	2021-03-05
EPI_ISL_1166238	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166239	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166240	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166241	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166242	G	None		Campania 	2021-03-05
EPI_ISL_1166245	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166247	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166249	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166251	G	None		Campania 	2021-03-05
EPI_ISL_1166252	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166253	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166255	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1166256	G	None		Campania 	2021-03-05
EPI_ISL_1166261	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166263	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166264	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166265	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166267	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166268	G	None		Campania 	2021-03-05
EPI_ISL_1166269	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166271	G	None		Campania 	2021-03-05
EPI_ISL_1166272	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166273	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166275	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166276	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166277	GV	B.1.177.33		Campania 	2021-03-05
EPI_ISL_1166279	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166280	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166281	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166282	G	None		Campania 	2021-03-05
EPI_ISL_1166283	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166284	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166285	G	B.1.177.83		Campania 	2021-03-05
EPI_ISL_1166286	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166287	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166289	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166290	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166291	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166293	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166294	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166296	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166297	G	None		Campania 	2021-03-05
EPI_ISL_1166298	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166299	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166300	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166301	G	None		Campania 	2021-03-05
EPI_ISL_1166302	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166303	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166304	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166305	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166306	GV	B.1.1		Campania 	2021-03-05
EPI_ISL_1166307	GV	B.1.177.33		Campania 	2021-03-05
EPI_ISL_1166308	G	None		Campania 	2021-03-05
EPI_ISL_1166311	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166312	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166313	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166314	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166316	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166318	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166319	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166320	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166322	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166323	G	None		Campania 	2021-03-05
EPI_ISL_1166324	GV	B.1.1		Campania 	2021-03-05
EPI_ISL_1166325	GV	B.1.1		Campania 	2021-03-05
EPI_ISL_1166326	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166327	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166328	GV	B.1.1		Campania 	2021-03-05
EPI_ISL_1166329	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166330	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166331	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166332	G	B.1.258		Campania 	2021-03-05
EPI_ISL_1166333	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166334	GR	None		Campania 	2021-03-05
EPI_ISL_1166335	G	B.1.258		Campania 	2021-03-05
EPI_ISL_1166336	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166338	GH	None		Campania 	2021-03-05
EPI_ISL_1166339	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166340	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166341	GR	None		Campania 	2021-03-05
EPI_ISL_1166342	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166343	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166344	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Campania 	2021-03-05
EPI_ISL_1166345	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166346	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166347	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Campania 	2021-03-05
EPI_ISL_1166348	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166349	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166350	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166351	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166353	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166354	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166356	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166358	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166359	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166361	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166362	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166363	S	A.2.5.2		Campania 	2021-03-05
EPI_ISL_1166364	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166366	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166367	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166368	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166371	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166373	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166374	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166375	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166376	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166377	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166379	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166380	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166382	GR	B.1.1.229		Campania 	2021-03-05
EPI_ISL_1166383	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166384	G	None		Campania 	2021-03-05
EPI_ISL_1166386	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166389	GV	None		Campania 	2021-03-05
